img,pos,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_6_2.keys,key_resp_6_2.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
21,"[-0.3, 0]",,,,,,,,,1,14,62,6,,,,,lalt,1.1787596996873617,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.15, -0.3]",,,,,,,,,1,15,63,41,,,,,lalt,1.311585699673742,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[-0.15, -0.3]",,,,,,,,,1,16,64,33,,,,,ralt,0.9983400995843112,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[0.15, 0.3]",,,,,,,,,1,17,65,34,,,,,lalt,1.0418340000323951,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.15, -0.3]",,,,,,,,,1,18,66,45,,,,,lalt,1.5971241001971066,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[0.15, 0.3]",,,,,,,,,1,19,67,10,,,,,ralt,0.5752595998346806,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[-0.3, 0]",,,,,,,,,1,20,68,18,,,,,ralt,1.4761622999794781,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.3, 0]",,,,,,,,,1,21,69,43,,,,,lalt,1.1169925997965038,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[0.3, 0]",,,,,,,,,1,22,70,19,,,,,ralt,0.8459270996972919,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.3, 0]",,,,,,,,,1,23,71,24,,,,,lalt,1.3901978000067174,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[0.15, 0.3]",,,,,,,,,1,24,72,4,,,,,ralt,0.7218828997574747,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.3, 0]",,,,,,,,,1,25,73,37,,,,,lalt,1.3812778997235,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[-0.15, 0.3]",,,,,,,,,1,26,74,20,,,,,ralt,0.826213899999857,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.15, -0.3]",,,,,,,,,1,27,75,29,,,,,lalt,1.2390088001266122,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.3, 0]",,,,,,,,,1,28,76,42,,,,,lalt,1.7350934999994934,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[0.15, -0.3]",,,,,,,,,1,29,77,11,,,,,ralt,1.2584897000342607,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.15, 0.3]",,,,,,,,,1,30,78,28,,,,,lalt,1.2857288997620344,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.15, 0.3]",,,,,,,,,1,31,79,44,,,,,lalt,1.350586500018835,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.15, -0.3]",,,,,,,,,1,32,80,17,,,,,lalt,1.3769860002212226,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.15, 0.3]",,,,,,,,,1,33,81,14,,,,,lalt,1.453320600092411,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[0.15, -0.3]",,,,,,,,,1,34,82,35,,,,,ralt,1.275994099676609,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[-0.15, -0.3]",,,,,,,,,1,35,83,9,,,,,ralt,1.1440794998779893,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.3, 0]",,,,,,,,,1,36,84,13,,,,,lalt,1.297972199972719,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[-0.15, 0.3]",,,,,,,,,1,37,85,2,,,,,lalt,1.2436373997479677,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[0.3, 0]",,,,,,,,,1,38,86,1,,,,,ralt,1.4908635998144746,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[-0.3, 0]",,,,,,,,,1,39,87,0,,,,,lalt,1.1604947000741959,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[-0.15, -0.3]",,,,,,,,,1,40,88,21,,,,,ralt,1.096602899953723,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[0.15, -0.3]",,,,,,,,,1,41,89,5,,,,,lalt,1.3689100998453796,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.3, 0]",,,,,,,,,1,42,90,12,,,,,lalt,1.504907099995762,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[-0.3, 0]",,,,,,,,,1,43,91,30,,,,,lalt,1.609961099922657,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.15, 0.3]",,,,,,,,,1,44,92,26,,,,,lalt,1.3514992999844253,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[0.3, 0]",,,,,,,,,1,45,93,31,,,,,None,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.15, -0.3]",,,,,,,,,1,46,94,15,,,,,lalt,1.132818500045687,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[0.15, 0.3]",,,,,,,,,1,47,95,22,,,,,ralt,0.7804379998706281,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
